RAW,temperature
297.1197814941406,24.6083501180013
296.36212158203125,23.924447854359943
295.7771301269531,23.37838665644328
295.44873046875,22.81761884689331
295.5030822753906,22.99724833170573
294.5177001953125,24.340727647145588
292.726806640625,26.390881379445393
291.845458984375,27.874273141225178
289.7398986816406,29.501139958699543
288.69085693359375,30.910027345021565
288.77935791015625,31.963956991831463
293.837158203125,28.153904914855957
286.3676452636719,30.942530473073322
285.965576171875,33.12922032674154
285.862060546875,34.33340644836426
287.72216796875,33.339128176371254
289.3284606933594,33.2121311823527
291.2326354980469,32.70312945048014
291.8367004394531,30.60185511906942
295.17413330078125,28.83851893742879
296.6639099121094,27.298765977223713
297.8517761230469,25.849330107371014
298.6620788574219,25.169203917185467
297.6175231933594,24.639527956644695
296.9736022949219,24.4259033203125
296.1822814941406,24.317708651224773
295.78887939453125,23.72598918279012
295.6834716796875,23.577545007069904
296.110595703125,24.287076632181805
296.5613708496094,24.754969596862793
294.2125549316406,25.49685843785604
292.481689453125,26.880767186482746
292.7203674316406,28.207841714223225
290.1565246582031,29.67811155319214
286.65277099609375,30.757692495981853
287.24261474609375,32.00636466344198
286.7884826660156,33.33040269215902
288.7371520996094,34.169402758280434
286.21490478515625,34.79680315653483
290.028564453125,33.20730845133463
292.5013122558594,31.753329594930012
292.93634033203125,30.29283062616984
293.9228515625,29.14326779047648
294.1780700683594,26.523759524027508
297.98773193359375,22.716757774353027
295.57598876953125,22.742953618367512
294.6939697265625,21.545840581258137
295.57220458984375,20.272883415222168
294.15631103515625,18.396777311960857
294.6153869628906,17.24620819091797
293.8438720703125,17.450188318888348
293.76983642578125,17.61891444524129
293.60333251953125,17.718323707580566
294.9988098144531,17.410704453786213
292.43597412109375,16.260288794835407
294.35321044921875,15.57936422030131
292.46002197265625,14.99894094467163
292.9028625488281,15.516081730524698
291.38763427734375,16.726016680399578
291.6610107421875,17.393151147024973
288.05364990234375,23.394301986694337
288.93878173828125,23.589933395385742
290.0042419433594,23.644943237304688
291.3994445800781,22.495153427124023
291.789794921875,21.938761711120605
292.3855285644531,21.372159481048584
293.8699951171875,19.83854039510091
