NO2,RAW,temperature
21.558333333333334,297.4983418782552,24.6083501180013
17.8,296.7222264607747,23.924447854359943
15.291666666666666,296.2972997029622,23.37838665644328
11.874166666666667,295.60562896728516,22.81761884689331
10.916666666666666,295.76968638102215,22.99724833170573
13.333333333333334,295.5760777791341,24.340727647145588
11.043333333333333,293.82427469889325,26.390881379445393
8.230833333333333,292.79100290934247,27.874273141225178
7.315,292.17663319905597,29.501139958699543
3.0608333333333335,289.40995025634766,30.910027345021565
3.1125,289.7266082763672,31.963956991831463
2.9,303.06717173258465,28.153904914855957
4.148333333333333,288.06847381591797,30.942530473073322
3.6133333333333333,286.66819763183594,33.12922032674154
3.7875,287.3329111735026,34.33340644836426
4.391666666666667,289.0334014892578,33.339128176371254
6.3225,290.48297119140625,33.2121311823527
11.479166666666666,291.6086781819661,32.70312945048014
22.448333333333334,295.19945271809894,30.60185511906942
23.8,296.4563166300456,28.83851893742879
34.6,299.49939727783203,27.298765977223713
31.6,298.8482894897461,25.849330107371014
31.48333333333333,299.0722961425781,25.169203917185467
25.041666666666668,298.29408264160156,24.639527956644695
16.816666666666666,297.4837417602539,24.4259033203125
13.408333333333333,296.48181915283203,24.317708651224773
11.95,296.2963129679362,23.72598918279012
14.933333333333334,296.42867279052734,23.577545007069904
19.85,296.74552154541016,24.287076632181805
21.733333333333334,296.8179219563802,24.754969596862793
18.541666666666668,295.65162658691406,25.49685843785604
13.008333333333333,293.5726547241211,26.880767186482746
15.791666666666666,293.7443364461263,28.207841714223225
17.4,293.54994201660156,29.67811155319214
11.414166666666667,290.50511423746747,30.757692495981853
9.318333333333333,289.6826477050781,32.00636466344198
6.003333333333333,289.0162811279297,33.33040269215902
9.741666666666667,290.0661137898763,34.169402758280434
5.2058333333333335,288.57156626383465,34.79680315653483
4.7058333333333335,291.1945978800456,33.20730845133463
11.023333333333333,293.6062291463216,31.753329594930012
12.231666666666667,293.81896718343097,30.29283062616984
12.108333333333334,295.02450307210285,29.14326779047648
8.2425,297.29941813151044,26.523759524027508
10.2625,300.432367960612,22.716757774353027
6.440833333333333,296.26449330647785,22.742953618367512
4.6691666666666665,295.5642776489258,21.545840581258137
4.5375,297.07023366292316,20.272883415222168
3.493333333333333,296.63956960042316,18.396777311960857
2.1416666666666666,295.2044169108073,17.24620819091797
4.193333333333333,294.5525716145833,17.450188318888348
4.125,294.3203989664714,17.61891444524129
8.415,294.81644439697266,17.718323707580566
13.156666666666666,296.19232177734375,17.410704453786213
12.984166666666667,294.8375930786133,16.260288794835407
13.8825,295.2815882364909,15.57936422030131
13.078333333333333,293.7621027628581,14.99894094467163
10.34,293.82862854003906,15.516081730524698
7.056666666666667,292.6972401936849,16.726016680399578
5.383333333333333,292.664786202567,17.393151147024973
8.021428571428572,288.8783935546875,23.394301986694337
6.83,290.58228302001953,23.589933395385742
4.6725,291.2908655802409,23.644943237304688
4.444166666666667,291.9576161702474,22.495153427124023
5.3475,292.687494913737,21.938761711120605
5.601666666666667,292.9380798339844,21.372159481048584
8.461666666666666,294.3757146199544,19.83854039510091
11.490833333333333,294.70654042561847,19.23691622416178
9.958333333333334,294.7736562093099,17.93866189320882
6.711666666666667,294.4999186197917,17.019981543223064
5.1975,294.2445119222005,16.522309462229412
4.101666666666667,294.0959752400716,15.96685004234314
3.151666666666667,293.9232660929362,15.669428507486979
4.920833333333333,293.8916702270508,16.06588649749756
3.675,293.80619557698566,15.936071475346884
9.061666666666667,294.6819356282552,15.919526894887287
17.15,296.03453063964844,16.14053138097127
11.67,294.9364827473958,17.380831877390545
11.269166666666667,294.7824478149414,18.553234100341797
9.567499999999999,293.97741953531903,20.526451587677002
4.8325,292.25401306152344,22.17551898956299
5.324166666666667,292.26781463623047,23.052690982818604
4.2475,291.19629923502606,23.905664761861164
5.710833333333333,291.73623911539715,24.520423730214436
5.2425,290.47289784749347,25.716511408487957
6.5825,292.09664662679035,25.378939151763916
4.933333333333334,291.6054331461589,24.675568262736004
5.416666666666667,292.82520294189453,24.373331546783447
7.345000000000001,293.4564437866211,24.28001642227173
9.530833333333334,294.28578694661456,23.478002389272053
12.158333333333333,295.2636006673177,22.237029552459717
18.533333333333335,296.23741912841797,21.956951936086018
11.841666666666667,295.0772450764974,21.272916793823242
9.874166666666667,295.17386627197266,20.54258394241333
9.275,294.2021891276042,21.222195943196613
8.619166666666667,294.2881088256836,20.91558297475179
8.765,294.4527231852214,20.76978937784831
8.310833333333333,294.5301462809245,20.603354930877686
6.47,293.72315724690753,20.794567108154297
13.823333333333334,295.68617757161456,20.940626621246338
18.325,295.80289967854816,21.016191164652508
21.775,296.1051483154297,21.34681574503581
21.516666666666666,295.66634877522785,22.455895741780598
21.691666666666666,295.1092020670573,23.94245147705078
21.866666666666667,293.90734608968097,26.001811504364014
22.391666666666666,293.6956481933594,27.330743312835693
10.539166666666667,292.8203430175781,25.572335720062256
6.536666666666667,292.38203684488934,25.93656333287557
8.09,291.496098836263,27.729824542999268
5.705,291.4196268717448,27.30095100402832
7.786666666666667,292.4513397216797,26.37080669403076
6.8341666666666665,292.82284291585285,25.70761267344157
10.3825,293.6655553181966,25.302009264628094
13.95,294.8164291381836,24.614657084147137
34.791666666666664,299.07178751627606,24.079885959625244
25.933333333333334,297.70533498128253,23.6631334622701
14.95,296.1538619995117,22.669727484385174
18.725,296.47497812906903,22.599111874898274
12.384166666666667,294.86742401123047,22.793521245320637
11.3525,295.15608469645184,21.85362672805786
10.404166666666667,295.0327682495117,21.514755407969158
12.675,295.3709716796875,21.136667410532635
11.991666666666667,295.18409729003906,20.860633055369057
13.941666666666666,295.6893768310547,20.173747380574543
15.075,296.1587829589844,19.896646817525227
14.983333333333333,295.3111826578776,21.053703625996906
10.710833333333333,294.6071243286133,21.2397936185201
10.75,293.7975362141927,22.724384148915608
8.339166666666667,291.64133707682294,24.055115222930908
5.7775,291.11876169840497,24.969180425008137
6.201666666666666,291.6102294921875,24.945102055867512
4.5600000000000005,291.17687733968097,25.9694398244222
4.4175,290.08238474527997,27.5330909093221
3.9141666666666666,290.3001658121745,28.20884132385254
3.3733333333333335,289.8131841023763,28.415905952453613
4.341666666666667,291.35486602783203,27.330077171325684
5.0225,291.92505900065106,26.923388322194416
9.5025,293.2595850626628,26.556842803955078
24.208333333333332,296.58106994628906,24.74370018641154
29.233333333333334,298.46924591064453,23.005294164021812
32.31666666666666,299.25333404541016,21.581161657969158
27.116666666666667,298.12083435058594,20.572789669036865
23.375,297.4796778361003,19.700448671976726
21.241666666666667,297.0869369506836,19.103678226470947
17.95,296.38651275634766,18.511206309000652
17.275,296.32816314697266,18.09699074427287
14.808333333333334,295.9097671508789,17.66090265909831
13.333333333333334,295.4630635579427,17.205452124277752
12.575,295.4583384195964,17.248199621836346
11.783333333333333,295.28675842285156,18.001312096913654
11.695,294.8099187215169,19.7142440478007
